order_id,order_date,product_id,store_id,customer_id,quantity,unit_price,discount,revenue,cost,profit
0RD00478130,2024-06-10,P0127,S049,C026021,2,4.09,0.1,7.36,4.04,3.32
0RD00038227,2024-10-17,P0050,S066,C030835,2,11.56,0.2,18.5,12.67,5.82
0RD00542486,2024-09-13,P0136,S031,C015615,5,4.97,0.15,21.12,13.31,7.81
0RD00665034,2023-04-20,P0111,S015,C026980,5,11.11,0.2,44.44,29.6,14.84
0RD00767376,2023-03-19,P0087,S037,C025534,2,14.47,0.0,28.94,19.52,9.42
0RD00666100,2024-11-27,P0131,S036,C013059,5,5.55,0.0,27.75,14.95,12.8
0RD00757646,2024-04-14,P0085,S005,C042394,3,4.18,0.0,12.54,7.91,4.63
0RD00094655,2023-08-29,P0049,S090,C008918,5,8.63,0.0,43.15,27.65,15.5
0RD00177590,2023-03-25,P0087,S028,C037768,2,7.05,0.1,12.69,7.45,5.24
0RD00859261,2024-06-02,P0069,S085,C009384,5,4.99,0.0,24.95,12.82,12.13
0RD00255749,2023-10-04,P0189,S056,C041807,1,8.18,0.15,6.95,3.91,3.04
0RD00259701,2023-09-23,P0087,S060,C004369,5,11.87,0.0,59.35,39.44,19.91
0RD00531499,2023-12-20,P0018,S026,C044750,4,5.07,0.0,20.28,14.13,6.15
0RD00342439,2024-02-09,P0034,S040,C037858,1,5.07,0.1,4.56,2.34,2.22
0RD00463253,2023-10-21,P0147,S045,C046809,2,14.31,0.0,28.62,15.25,13.37
0RD00020684,2024-04-23,P0053,S059,C022563,1,7.94,0.15,6.75,3.69,3.06
0RD00782627,2023-01-04,P0160,S087,C044442,2,8.11,0.1,14.6,7.77,6.83
0RD00491472,2023-12-04,P0151,S008,C040388,2,14.88,0.15,25.3,14.57,10.72
0RD00359650,2023-04-01,P0177,S055,C010186,2,12.94,0.0,25.88,16.62,9.26
0RD00974827,2023-11-01,P0048,S002,C040713,4,5.33,0.0,21.32,14.34,6.98
0RD00591977,2024-11-17,P0108,S026,C026783,1,11.03,0.0,11.03,5.59,5.44
0RD00043796,2023-01-11,P0197,S084,C037521,5,9.57,0.0,47.85,27.87,19.98
0RD00199979,2023-10-11,P0022,S072,C032453,4,13.18,0.0,52.72,32.79,19.93
0RD00303408,2023-10-18,P0146,S064,C001582,1,3.4,0.15,2.89,1.91,0.98
0RD00730339,2024-09-15,P0196,S058,C022804,2,9.79,0.0,19.58,10.6,8.98
0RD00658270,2024-08-05,P0056,S078,C043616,1,6.94,0.2,5.55,3.12,2.43
0RD00582858,2024-10-17,P0149,S038,C006312,1,3.34,0.1,3.01,1.71,1.29
0RD00258531,2024-05-31,P0126,S004,C007969,4,12.54,0.2,40.13,20.58,19.54
0RD00098241,2024-01-14,P0102,S095,C038906,3,3.11,0.2,7.46,4.48,2.99
0RD00285900,2024-04-19,P0097,S001,C038454,3,4.5,0.15,11.47,5.96,5.51
0RD00663160,2024-09-13,P0191,S036,C010910,3,10.81,0.0,32.43,17.26,15.17
0RD00788525,2023-05-26,P0187,S039,C013255,2,5.91,0.0,11.82,6.11,5.71
0RD00273592,2024-03-08,P0184,S076,C029275,3,12.58,0.15,32.08,16.33,15.75
0RD00379485,2023-12-16,P0044,S021,C024870,5,9.81,0.0,49.05,28.12,20.93
0RD00290991,2024-10-17,P0055,S026,C023662,4,11.66,0.0,46.64,31.46,15.18
0RD00041403,2023-04-18,P0017,S093,C030656,1,6.4,0.0,6.4,3.44,2.96
0RD00124970,2023-12-09,P0200,S074,C001496,1,13.22,0.2,10.58,5.83,4.74
0RD00036920,2024-06-16,P0153,S078,C021277,5,14.45,0.2,57.8,32.11,25.69
0RD00455194,2024-12-08,P0024,S043,C016163,4,3.41,0.15,11.59,6.93,4.67
0RD00221942,2023-10-25,P0097,S082,C025013,4,11.12,0.0,44.48,24.46,20.02
0RD00466630,2023-09-18,P0056,S018,C022081,1,6.51,0.0,6.51,4.48,2.03
0RD00990321,2024-12-07,P0168,S044,C028427,4,9.38,0.0,37.52,18.83,18.69
0RD00460114,2024-02-16,P0141,S054,C023528,4,5.44,0.2,17.41,10.09,7.32
0RD00255322,2024-05-31,P0003,S035,C044183,4,4.69,0.0,18.76,12.64,6.12
0RD00338328,2023-10-31,P0105,S034,C017194,1,5.02,0.2,4.02,2.43,1.58
0RD00411216,2023-10-12,P0001,S065,C035793,3,14.09,0.15,35.93,24.75,11.18
0RD00241272,2023-02-08,P0152,S090,C009573,4,12.91,0.0,51.64,33.73,17.91
0RD00148002,2024-11-27,P0143,S055,C000535,5,3.34,0.0,16.7,10.09,6.61
0RD00666610,2023-09-15,P0028,S048,C038647,2,12.46,0.0,24.92,15.81,9.11
0RD00985409,2023-02-22,P0051,S061,C037296,3,5.28,0.0,15.84,7.94,7.9
0RD00094883,2023-09-10,P0173,S074,C041196,3,9.48,0.0,28.44,17.65,10.79
0RD00334372,2023-10-04,P0186,S057,C029723,2,4.58,0.0,9.16,6.19,2.97
0RD00402989,2024-07-05,P0150,S091,C007217,3,7.61,0.0,22.83,11.98,10.85
0RD00287907,2024-04-29,P0166,S085,C038004,3,10.21,0.2,24.5,16.82,7.68
0RD00408918,2024-12-05,P0136,S083,C029406,4,5.51,0.1,19.84,13.08,6.75
0RD00820804,2024-12-15,P0110,S078,C033083,5,14.4,0.0,72.0,43.37,28.63
0RD00922071,2023-08-15,P0001,S015,C029900,2,7.39,0.0,14.78,8.15,6.63
0RD00307183,2024-10-12,P0178,S026,C008904,3,12.58,0.1,33.97,19.39,14.57
0RD00824532,2023-10-19,P0026,S060,C002179,3,7.99,0.1,21.57,14.62,6.95
0RD00476130,2023-08-24,P0094,S030,C045507,4,14.46,0.0,57.84,33.11,24.73
0RD00631480,2023-11-24,P0160,S071,C021078,5,11.56,0.2,46.24,27.73,18.51
0RD00914605,2023-12-25,P0075,S089,C048026,5,3.24,0.0,16.2,11.17,5.03
0RD00611349,2023-02-12,P0074,S072,C035361,3,5.83,0.2,13.99,9.45,4.54
0RD00491157,2023-08-08,P0113,S009,C042963,4,11.52,0.15,39.17,23.89,15.27
0RD00602920,2023-02-20,P0115,S076,C046888,4,14.23,0.0,56.92,36.52,20.4
0RD00339330,2024-07-26,P0154,S042,C046153,5,12.93,0.2,51.72,26.6,25.12
0RD00295461,2023-12-02,P0175,S099,C007544,5,11.34,0.0,56.7,29.89,26.81
0RD00939228,2024-11-24,P0135,S055,C042498,2,14.99,0.1,26.98,17.07,9.91
0RD00126826,2023-12-18,P0068,S042,C019190,4,4.26,0.0,17.04,9.04,8.0
0RD00207419,2024-10-07,P0037,S040,C036494,3,7.45,0.15,19.0,12.09,6.9
0RD00018879,2024-02-09,P0024,S066,C020959,3,12.17,0.1,32.86,16.98,15.88
0RD00118461,2023-07-29,P0143,S008,C042717,2,4.19,0.15,7.12,4.94,2.18
0RD00527331,2023-01-12,P0198,S002,C015960,1,13.06,0.0,13.06,6.8,6.26
0RD00776937,2024-08-04,P0058,S012,C029278,1,7.39,0.1,6.65,4.19,2.46
0RD00517563,2024-01-18,P0092,S037,C046872,1,12.49,0.0,12.49,6.68,5.81
0RD00997599,2024-05-04,P0181,S016,C020562,2,10.61,0.0,21.22,12.1,9.12
0RD00480909,2023-02-22,P0024,S050,C014614,3,11.99,0.2,28.78,17.71,11.06
0RD00113895,2023-11-25,P0139,S037,C045458,1,5.43,0.0,5.43,3.32,2.11
0RD00794155,2023-12-24,P0057,S075,C002681,4,7.91,0.0,31.64,20.38,11.26
0RD00032911,2024-09-23,P0013,S001,C004230,4,14.07,0.0,56.28,39.26,17.02
0RD00682046,2023-11-18,P0139,S090,C033791,2,7.3,0.0,14.6,9.79,4.81
0RD00639128,2023-05-08,P0061,S021,C014671,3,3.71,0.0,11.13,7.57,3.56
0RD00952286,2024-05-02,P0105,S076,C041717,2,3.44,0.0,6.88,4.78,2.1
0RD00408909,2023-02-25,P0163,S050,C025505,4,9.3,0.1,33.48,22.75,10.73
0RD00510312,2024-10-07,P0157,S081,C039537,4,12.32,0.0,49.28,29.69,19.59
0RD00085639,2024-06-08,P0048,S080,C043656,2,12.35,0.0,24.7,12.77,11.93
0RD00240374,2023-11-13,P0177,S019,C042329,2,4.52,0.1,8.14,5.63,2.5
0RD00601682,2023-12-11,P0002,S068,C008500,5,5.67,0.0,28.35,15.66,12.69
0RD00204902,2024-09-11,P0025,S056,C049663,1,12.83,0.1,11.55,6.24,5.31
0RD00096599,2024-04-16,P0077,S007,C001563,5,6.24,0.0,31.2,21.57,9.63
0RD00804309,2023-07-26,P0013,S038,C046845,2,4.34,0.0,8.68,5.71,2.97
0RD00566556,2023-01-16,P0069,S025,C031650,4,6.87,0.0,27.48,15.8,11.68
0RD00723542,2024-05-02,P0043,S013,C049174,5,6.16,0.0,30.8,19.01,11.79
0RD00552452,2024-01-11,P0176,S040,C041838,2,8.79,0.2,14.06,7.68,6.38
0RD00383656,2023-03-23,P0095,S091,C004014,1,8.43,0.0,8.43,4.28,4.15
0RD00861636,2023-01-27,P0020,S003,C032458,5,12.38,0.15,52.62,33.77,18.85
0RD00493967,2023-02-02,P0066,S086,C021077,2,7.77,0.0,15.54,9.41,6.13
0RD00264930,2024-10-28,P0102,S067,C040302,3,7.39,0.2,17.74,12.06,5.67
0RD00827107,2024-11-05,P0139,S009,C031912,1,6.35,0.0,6.35,4.36,1.99
0RD00453716,2024-05-30,P0182,S066,C040565,5,9.22,0.1,41.49,27.37,14.12
0RD00795962,2024-08-20,P0110,S061,C046714,3,5.61,0.2,13.46,8.25,5.22
0RD00912859,2024-05-27,P0160,S013,C000713,4,6.24,0.2,19.97,10.36,9.61
0RD00405082,2024-02-24,P0064,S074,C042009,1,13.02,0.0,13.02,8.27,4.75
0RD00294884,2024-09-19,P0108,S068,C002942,5,11.64,0.0,58.2,30.49,27.71
0RD00680659,2024-10-04,P0079,S064,C027711,5,14.5,0.1,65.25,40.04,25.21
0RD00920396,2024-11-20,P0124,S063,C014522,5,13.54,0.2,54.16,31.72,22.44
0RD00004155,2024-11-13,P0135,S078,C011293,2,3.28,0.0,6.56,3.84,2.72
0RD00577961,2023-01-23,P0180,S016,C011960,2,10.97,0.15,18.65,10.63,8.02
0RD00831779,2023-09-02,P0033,S084,C042032,2,9.14,0.0,18.28,11.73,6.55
0RD00749148,2023-02-05,P0160,S075,C035696,5,4.43,0.0,22.15,13.37,8.78
0RD00616598,2023-10-05,P0163,S048,C034409,1,9.47,0.15,8.05,4.95,3.1
0RD00526109,2023-09-07,P0028,S026,C020653,2,6.17,0.1,11.11,7.52,3.59
0RD00909542,2023-07-16,P0149,S028,C031094,2,8.1,0.2,12.96,8.82,4.14
0RD00993009,2023-02-09,P0151,S038,C023755,1,5.27,0.1,4.74,2.71,2.03
0RD00149732,2024-12-28,P0158,S011,C010517,1,8.37,0.0,8.37,4.77,3.6
0RD00233165,2023-08-11,P0144,S022,C037616,4,13.76,0.0,55.04,28.76,26.28
0RD00829856,2023-09-18,P0043,S024,C038815,3,3.2,0.0,9.6,6.35,3.25
0RD00387458,2024-03-31,P0023,S074,C048176,2,11.68,0.0,23.36,14.88,8.48
0RD00191332,2023-03-12,P0153,S026,C034361,3,7.59,0.0,22.77,14.45,8.32
0RD00439273,2024-10-13,P0144,S021,C009576,2,10.49,0.15,17.83,9.47,8.36
0RD00687759,2023-03-18,P0189,S080,C017127,1,9.45,0.1,8.5,4.36,4.15
0RD00186855,2023-03-25,P0034,S097,C034059,5,10.36,0.1,46.62,30.87,15.75
0RD00596664,2024-05-02,P0074,S054,C020730,5,4.27,0.0,21.35,12.61,8.74
0RD00985002,2024-03-02,P0022,S062,C028006,5,3.96,0.0,19.8,13.15,6.65
0RD00183179,2024-07-06,P0137,S016,C032829,3,12.14,0.1,32.78,19.97,12.81
0RD00783005,2023-11-16,P0187,S010,C035668,1,9.68,0.1,8.71,5.03,3.68
0RD00111747,2024-11-28,P0193,S085,C009046,1,5.92,0.0,5.92,3.19,2.73
0RD00322827,2024-02-03,P0037,S024,C013888,3,11.89,0.15,30.32,20.8,9.52
0RD00864825,2024-05-21,P0171,S051,C018370,1,14.5,0.0,14.5,7.66,6.84
0RD00595164,2024-03-25,P0074,S055,C030252,1,5.83,0.0,5.83,2.97,2.86
0RD00799869,2024-10-16,P0102,S051,C011122,3,10.42,0.0,31.26,19.82,11.44
0RD00281498,2023-10-05,P0073,S002,C018759,4,7.75,0.0,31.0,16.53,14.47
0RD00558854,2024-10-03,P0149,S044,C005792,1,10.98,0.15,9.33,5.57,3.76
0RD00052927,2023-05-07,P0153,S022,C030857,3,7.01,0.15,17.88,10.58,7.3
0RD00622147,2024-12-09,P0134,S071,C049800,4,4.23,0.1,15.23,7.81,7.42
0RD00136512,2023-08-31,P0047,S074,C012201,1,7.27,0.15,6.18,3.55,2.63
0RD00218487,2024-03-01,P0030,S036,C045287,2,14.09,0.0,28.18,15.62,12.56
0RD00863127,2023-04-12,P0191,S003,C036562,2,14.54,0.1,26.17,13.1,13.07
0RD00036222,2023-11-22,P0066,S039,C013649,4,7.7,0.0,30.8,17.89,12.91
0RD00781924,2023-04-27,P0131,S021,C008790,1,10.14,0.0,10.14,6.7,3.44
0RD00002817,2023-08-17,P0115,S074,C004050,1,3.94,0.1,3.55,2.21,1.33
0RD00677636,2024-08-29,P0004,S009,C046224,2,10.58,0.0,21.16,14.25,6.91
0RD00587403,2023-06-13,P0081,S065,C016723,3,13.02,0.0,39.06,22.47,16.59
0RD00479228,2023-01-03,P0130,S056,C015045,2,9.45,0.15,16.06,10.83,5.24
0RD00233685,2024-04-13,P0142,S027,C008560,1,9.83,0.0,9.83,6.71,3.12
0RD00184480,2024-12-06,P0016,S027,C018087,1,10.12,0.0,10.12,6.01,4.11
0RD00344930,2023-03-06,P0158,S016,C019645,4,11.13,0.0,44.52,26.96,17.56
0RD00325565,2024-07-18,P0107,S022,C002623,3,6.34,0.1,17.12,9.33,7.79
0RD00765108,2023-12-21,P0148,S100,C008185,4,9.33,0.2,29.86,20.28,9.58
0RD00467012,2023-02-23,P0173,S045,C049648,3,4.33,0.0,12.99,8.31,4.68
0RD00744226,2023-06-13,P0119,S035,C005277,5,5.93,0.15,25.2,12.65,12.55
0RD00198261,2024-09-09,P0011,S022,C044639,1,5.73,0.0,5.73,3.55,2.18
0RD00725362,2023-06-16,P0030,S091,C010887,3,4.4,0.1,11.88,6.32,5.56
0RD00431423,2023-02-02,P0180,S058,C036622,5,5.06,0.0,25.3,13.97,11.33
0RD00783668,2024-03-24,P0141,S092,C039141,5,13.03,0.2,52.12,32.89,19.23
0RD00466240,2023-07-21,P0014,S081,C044968,1,14.75,0.0,14.75,9.05,5.7
0RD00027738,2024-11-15,P0087,S069,C041003,2,8.77,0.2,14.03,9.15,4.88
0RD00870582,2023-10-27,P0201,S048,C040408,5,4.98,0.0,24.9,13.38,11.52
0RD00566377,2023-04-05,P0049,S091,C003446,5,12.3,0.1,55.35,36.14,19.21
0RD00442723,2024-05-29,P0033,S060,C017724,2,3.92,0.0,7.84,5.45,2.39
0RD00705822,2023-01-20,P0033,S010,C049603,5,14.62,0.0,73.1,46.42,26.68
0RD00625561,2024-08-27,P0094,S062,C049037,2,11.1,0.2,17.76,11.25,6.51
0RD00619476,2023-03-12,P0031,S060,C024933,5,7.04,0.0,35.2,19.63,15.57
0RD00378992,2023-05-30,P0010,S044,C023309,3,10.8,0.0,32.4,16.39,16.01
0RD00536358,2023-04-08,P0129,S034,C036877,1,14.61,0.2,11.69,7.62,4.07
0RD00481948,2023-02-06,P0159,S027,C003884,2,7.89,0.0,15.78,9.84,5.94
0RD00054387,2024-12-22,P0058,S053,C026076,3,12.31,0.0,36.93,19.18,17.75
0RD00389785,2023-08-25,P0072,S031,C016322,4,4.99,0.2,15.97,10.32,5.64
0RD00226570,2024-05-05,P0063,S091,C018293,4,7.52,0.1,27.07,15.38,11.69
0RD00914608,2023-10-10,P0047,S068,C003047,3,4.12,0.15,10.51,7.26,3.24
0RD00738930,2023-06-02,P0197,S046,C002966,5,5.25,0.2,21.0,14.08,6.92
0RD00840580,2024-07-22,P0094,S100,C008227,1,6.72,0.0,6.72,3.86,2.86
0RD00221738,2023-01-31,P0023,S093,C002650,5,3.27,0.15,13.9,9.24,4.66
0RD00152568,2024-12-11,P0025,S037,C006369,4,3.0,0.15,10.2,6.94,3.26
0RD00737874,2023-07-05,P0011,S071,C016682,4,10.69,0.15,36.35,22.01,14.34
0RD00919585,2024-03-30,P0096,S038,C009401,2,10.81,0.15,18.38,10.69,7.68
0RD00031260,2023-08-25,P0127,S072,C037043,2,3.92,0.0,7.84,4.99,2.85
0RD00520968,2024-01-02,P0041,S067,C011380,2,6.15,0.0,12.3,7.88,4.42
0RD00538161,2023-06-16,P0192,S015,C049037,4,14.83,0.0,59.32,37.93,21.39
0RD00720159,2024-03-24,P0026,S100,C018998,3,3.19,0.15,8.13,5.16,2.98
0RD00951088,2023-12-27,P0104,S035,C000876,4,4.94,0.2,15.81,8.45,7.35
0RD00162361,2023-04-06,P0062,S006,C030066,1,10.14,0.0,10.14,6.98,3.16
0RD00396120,2024-08-28,P0041,S074,C032743,3,14.08,0.0,42.24,25.22,17.02
0RD00100922,2023-11-11,P0026,S076,C027874,4,10.07,0.0,40.28,22.68,17.6
0RD00827314,2023-07-17,P0022,S078,C024758,1,4.5,0.15,3.82,2.64,1.18
0RD00300778,2023-01-29,P0085,S073,C024804,1,12.26,0.1,11.03,7.31,3.72
0RD00777063,2023-01-30,P0166,S054,C004995,1,14.25,0.2,11.4,7.25,4.15
0RD00117815,2023-04-05,P0167,S069,C031987,3,7.33,0.0,21.99,11.37,10.62
0RD00687488,2023-08-15,P0124,S093,C043861,5,6.32,0.0,31.6,17.4,14.2
0RD00131771,2023-08-12,P0034,S069,C010878,1,10.37,0.1,9.33,6.34,2.99
0RD00067940,2023-05-27,P0078,S063,C019217,2,4.84,0.1,8.71,5.72,2.99
0RD00541922,2024-07-15,P0122,S059,C011239,2,3.69,0.15,6.27,3.16,3.11
0RD00762480,2023-10-19,P0124,S051,C022658,3,5.68,0.0,17.04,11.87,5.17
0RD00097527,2024-12-19,P0198,S068,C034947,5,6.48,0.0,32.4,18.81,13.59
0RD00167943,2024-08-02,P0047,S069,C006698,3,5.59,0.15,14.25,9.28,4.98
0RD00265669,2024-03-17,P0072,S066,C033913,2,9.35,0.0,18.7,9.65,9.05
0RD00311612,2024-08-09,P0201,S014,C044414,4,13.22,0.0,52.88,33.55,19.33
0RD00943959,2023-10-26,P0056,S055,C018269,2,3.36,0.0,6.72,4.04,2.68
0RD00756685,2023-07-12,P0065,S037,C043245,4,11.94,0.0,47.76,31.61,16.15
0RD00590833,2023-07-23,P0086,S067,C034774,4,13.06,0.0,52.24,33.74,18.5
0RD00242897,2023-11-04,P0037,S004,C003163,5,7.59,0.0,37.95,20.0,17.95
0RD00057414,2024-08-24,P0047,S039,C025086,1,11.73,0.0,11.73,6.34,5.39
0RD00010190,2024-04-02,P0034,S082,C027440,1,14.35,0.0,14.35,8.46,5.89
0RD00831310,2023-11-21,P0108,S008,C029241,1,10.25,0.0,10.25,6.0,4.25
0RD00646137,2023-11-15,P0079,S028,C032140,3,5.3,0.0,15.9,9.92,5.98
0RD00377703,2024-02-12,P0185,S052,C044980,5,8.62,0.1,38.79,27.11,11.68
0RD00798918,2024-01-03,P0106,S047,C038268,4,5.07,0.0,20.28,11.6,8.68
0RD00103555,2024-04-20,P0200,S007,C039920,2,6.01,0.1,10.82,6.73,4.09
0RD00008391,2023-11-19,P0054,S001,C048139,2,13.3,0.0,26.6,14.48,12.12
0RD00184868,2024-10-11,P0113,S015,C016677,4,13.51,0.0,54.04,32.76,21.28
0RD00399173,2024-04-02,P0120,S001,C048119,2,8.3,0.0,16.6,10.72,5.88
0RD00145264,2023-06-12,P0177,S068,C022401,3,7.81,0.2,18.74,12.56,6.18
0RD00675658,2023-05-01,P0178,S079,C004326,4,13.77,0.15,46.82,24.53,22.29
0RD00164447,2024-10-09,P0054,S085,C038775,3,13.04,0.1,35.21,21.0,14.2
0RD00707305,2023-09-09,P0101,S001,C038263,4,8.1,0.15,27.54,15.96,11.58
0RD00696449,2024-01-31,P0036,S067,C012556,5,11.73,0.0,58.65,36.69,21.96
0RD00361209,2024-12-18,P0030,S100,C011650,3,10.93,0.1,29.51,20.08,9.43
0RD00296786,2024-11-08,P0011,S024,C007903,4,6.07,0.1,21.85,12.73,9.12
0RD00181155,2023-10-29,P0111,S056,C007213,1,10.33,0.1,9.3,5.73,3.57
0RD00207210,2024-07-22,P0078,S085,C002216,5,10.7,0.2,42.8,22.23,20.57
0RD00955580,2024-12-25,P0117,S059,C024269,4,8.66,0.2,27.71,14.95,12.76
0RD00784312,2023-08-01,P0124,S010,C027399,2,3.31,0.2,5.3,3.64,1.66
0RD00217660,2024-05-19,P0169,S014,C020688,2,14.68,0.0,29.36,19.67,9.69
0RD00644231,2024-06-12,P0166,S054,C042331,1,6.97,0.0,6.97,3.97,3.0
0RD00515217,2023-10-09,P0035,S095,C001249,3,11.43,0.0,34.29,21.3,12.99
0RD00076454,2023-03-21,P0201,S048,C032217,5,13.99,0.1,62.96,33.81,29.15
0RD00094216,2024-05-09,P0004,S044,C044081,5,7.99,0.1,35.96,20.77,15.19
0RD00392745,2023-07-26,P0187,S009,C034940,3,3.34,0.2,8.02,4.49,3.53
0RD00685427,2023-08-31,P0051,S096,C047306,2,12.56,0.0,25.12,12.69,12.43
0RD00705940,2024-07-13,P0053,S043,C045867,2,13.13,0.0,26.26,15.38,10.88
0RD00364791,2023-02-09,P0079,S044,C028678,5,8.13,0.1,36.59,22.92,13.66
0RD00492998,2023-01-24,P0174,S016,C012983,5,3.14,0.0,15.7,9.43,6.27
0RD00993563,2024-11-02,P0083,S035,C002703,2,13.29,0.0,26.58,14.4,12.18
0RD00116835,2023-11-02,P0038,S067,C008196,4,4.17,0.0,16.68,11.34,5.34
0RD00658390,2024-10-31,P0049,S059,C031794,5,5.15,0.15,21.89,14.13,7.75
0RD00857132,2024-03-04,P0043,S067,C009491,2,4.98,0.0,9.96,6.58,3.38
0RD00277666,2024-11-21,P0074,S019,C047111,1,4.61,0.0,4.61,2.51,2.1
0RD00891397,2023-08-06,P0094,S063,C000341,3,6.13,0.0,18.39,10.52,7.87
0RD00088059,2023-01-28,P0163,S065,C005456,3,10.17,0.0,30.51,19.42,11.09
0RD00469042,2024-03-06,P0116,S011,C043619,5,8.97,0.0,44.85,22.66,22.19
0RD00605809,2023-03-09,P0013,S083,C034088,1,14.71,0.15,12.5,7.43,5.07
0RD00027097,2023-07-26,P0156,S069,C043026,1,14.58,0.1,13.12,8.92,4.2
0RD00148718,2023-01-30,P0130,S015,C027034,1,14.61,0.0,14.61,7.46,7.15
0RD00022525,2023-03-09,P0071,S062,C007223,1,5.7,0.0,5.7,3.41,2.29
0RD00481855,2023-03-26,P0045,S056,C042148,4,11.88,0.0,47.52,31.99,15.53
0RD00431201,2024-10-29,P0060,S086,C004011,5,13.71,0.15,58.27,34.17,24.1
0RD00311298,2023-01-05,P0062,S083,C037685,2,4.26,0.0,8.52,4.45,4.07
0RD00161773,2023-07-04,P0061,S015,C040361,3,13.24,0.0,39.72,20.22,19.5
0RD00833212,2023-08-29,P0062,S006,C000145,4,10.77,0.0,43.08,21.78,21.3
0RD00486528,2023-01-10,P0161,S027,C024673,3,9.94,0.2,23.86,13.16,10.7
0RD00354411,2024-06-15,P0000,S095,C009074,3,12.09,0.1,32.64,22.67,9.98
0RD00459150,2023-06-04,P0061,S094,C043253,5,10.82,0.0,54.1,36.07,18.03
0RD00837411,2023-10-05,P0175,S020,C030089,4,9.57,0.0,38.28,22.54,15.74
0RD00400824,2023-08-22,P0094,S044,C006300,3,6.42,0.1,17.33,9.36,7.98
0RD00488447,2024-01-14,P0047,S096,C032032,2,6.4,0.2,10.24,5.65,4.59
0RD00789453,2023-02-04,P0060,S049,C039729,2,12.59,0.0,25.18,16.35,8.83
0RD00118093,2023-05-16,P0117,S004,C048659,5,13.82,0.0,69.1,46.51,22.59
0RD00567951,2024-07-15,P0045,S004,C008927,4,12.02,0.0,48.08,26.62,21.46
0RD00667323,2024-03-13,P0080,S067,C015179,5,7.63,0.0,38.15,23.25,14.9
0RD00333416,2024-02-23,P0056,S001,C035305,2,7.77,0.0,15.54,9.15,6.39
0RD00928525,2024-10-10,P0174,S063,C036143,4,11.0,0.1,39.6,23.88,15.72
0RD00252546,2024-01-19,P0058,S005,C023420,5,7.15,0.1,32.18,16.97,15.21
0RD00454830,2024-04-07,P0104,S055,C018420,4,5.12,0.2,16.38,11.06,5.32
0RD00172758,2024-02-12,P0115,S068,C028520,1,11.26,0.0,11.26,6.24,5.02
0RD00653971,2023-01-02,P0040,S059,C039336,1,6.47,0.0,6.47,3.5,2.97
0RD00677185,2023-08-09,P0024,S015,C004774,4,5.96,0.0,23.84,12.15,11.69
0RD00255358,2023-06-19,P0076,S006,C039253,5,9.9,0.2,39.6,27.57,12.03
0RD00843408,2024-09-09,P0086,S055,C021303,1,13.37,0.0,13.37,9.12,4.25
0RD00556057,2024-07-28,P0075,S040,C017606,1,10.36,0.2,8.29,5.46,2.83
0RD00355083,2023-12-03,P0195,S027,C014599,1,10.95,0.0,10.95,6.06,4.89
0RD00022645,2023-01-17,P0096,S017,C018961,5,8.69,0.0,43.45,24.43,19.02
0RD00750041,2024-06-05,P0020,S033,C037985,3,14.69,0.15,37.46,22.0,15.46
0RD00944329,2024-03-06,P0076,S054,C033934,4,5.34,0.0,21.36,14.82,6.54
0RD00671434,2024-05-13,P0145,S038,C029747,1,11.97,0.0,11.97,6.42,5.55
0RD00879679,2024-06-18,P0175,S031,C023532,5,5.55,0.0,27.75,16.57,11.18
0RD00350258,2023-04-03,P0094,S025,C030065,3,14.31,0.0,42.93,28.98,13.95
0RD00575566,2024-09-10,P0021,S097,C007980,2,10.49,0.0,20.98,13.75,7.23
0RD00047665,2023-03-21,P0174,S063,C029420,3,9.76,0.0,29.28,19.48,9.8
0RD00450153,2024-03-17,P0032,S093,C043097,5,6.22,0.15,26.43,15.58,10.85
0RD00631371,2023-07-05,P0001,S076,C008907,1,8.27,0.0,8.27,5.57,2.7
0RD00021847,2024-04-15,P0073,S068,C035898,1,7.7,0.0,7.7,4.8,2.9
0RD00066950,2023-08-25,P0176,S065,C026919,4,6.18,0.0,24.72,15.89,8.83
0RD00964525,2023-07-06,P0098,S028,C025837,4,11.08,0.15,37.67,24.07,13.6
0RD00566715,2023-01-07,P0095,S055,C029654,3,10.11,0.0,30.33,21.16,9.17
0RD00790467,2024-08-23,P0136,S058,C015694,5,8.23,0.0,41.15,27.9,13.25
0RD00287287,2023-10-09,P0158,S061,C004560,5,9.17,0.0,45.85,26.76,19.09
0RD00662402,2023-08-04,P0189,S021,C008531,2,5.75,0.0,11.5,6.88,4.62
0RD00216772,2024-01-23,P0037,S072,C047277,4,8.4,0.0,33.6,22.92,10.68
0RD00432706,2024-05-11,P0141,S056,C022579,3,10.62,0.0,31.86,18.49,13.37
0RD00363679,2023-11-29,P0129,S029,C045846,4,10.68,0.1,38.45,22.34,16.1
0RD00999575,2024-11-24,P0106,S067,C007808,4,3.22,0.0,12.88,8.52,4.36
0RD00053806,2024-05-26,P0126,S009,C034168,4,4.61,0.0,18.44,11.28,7.16
0RD00523898,2023-07-10,P0083,S058,C040633,1,3.31,0.0,3.31,2.06,1.25
0RD00897223,2024-08-14,P0155,S071,C015556,1,7.45,0.1,6.71,3.49,3.21
0RD00623913,2024-04-23,P0006,S034,C022324,5,9.04,0.0,45.2,25.84,19.36
0RD00859215,2024-09-19,P0029,S054,C045760,5,7.31,0.0,36.55,18.37,18.18
